name,gene
"KEGG_SMALL_CELL_LUNG_CANCER","CDKN2B"
"KEGG_SMALL_CELL_LUNG_CANCER","FN1"
"KEGG_SMALL_CELL_LUNG_CANCER","LAMC3"
"KEGG_COLORECTAL_CANCER","MAPK8"
"KEGG_COLORECTAL_CANCER","PIK3CB"
"KEGG_COLORECTAL_CANCER","RAC1"
"KEGG_COLORECTAL_CANCER","SMAD3"
"KEGG_COLORECTAL_CANCER","BIRC5"
"KEGG_COLORECTAL_CANCER","TP53"
"KEGG_COLORECTAL_CANCER","CYCS"
"KEGG_COLORECTAL_CANCER","CCND1"
"KEGG_COLORECTAL_CANCER","KRAS"
"KEGG_COLORECTAL_CANCER","AKT3"
"KEGG_COLORECTAL_CANCER","PIK3R2"
"KEGG_COLORECTAL_CANCER","APC2"
"KEGG_COLORECTAL_CANCER","MAPK9"
"KEGG_COLORECTAL_CANCER","SMAD4"
"KEGG_COLORECTAL_CANCER","SMAD2"
"KEGG_COLORECTAL_CANCER","PIK3R1"
"KEGG_COLORECTAL_CANCER","JUN"
"KEGG_COLORECTAL_CANCER","PIK3CD"
"KEGG_COLORECTAL_CANCER","PIK3CA"
"KEGG_COLORECTAL_CANCER","MAPK1"
"KEGG_COLORECTAL_CANCER","ARAF"
"KEGG_COLORECTAL_CANCER","MSH2"
"KEGG_COLORECTAL_CANCER","BCL2"
"KEGG_COLORECTAL_CANCER","CTNNB1"
"KEGG_COLORECTAL_CANCER","APC"
"KEGG_COLORECTAL_CANCER","MAPK3"
"KEGG_COLORECTAL_CANCER","RAF1"
"KEGG_COLORECTAL_CANCER","MLH1"
"KEGG_COLORECTAL_CANCER","MAP2K1"
"KEGG_COLORECTAL_CANCER","FOS"
"KEGG_COLORECTAL_CANCER","BAD"
"KEGG_COLORECTAL_CANCER","CASP9"
"KEGG_COLORECTAL_CANCER","LEF1"
"KEGG_COLORECTAL_CANCER","PIK3R5"
"KEGG_COLORECTAL_CANCER","AXIN1"
"KEGG_COLORECTAL_CANCER","APPL1"
"KEGG_COLORECTAL_CANCER","RAC3"
"KEGG_COLORECTAL_CANCER","AXIN2"
"KEGG_COLORECTAL_CANCER","PIK3CG"
"KEGG_COLORECTAL_CANCER","TGFBR2"
"KEGG_COLORECTAL_CANCER","AKT2"
"KEGG_COLORECTAL_CANCER","TGFB2"
"KEGG_COLORECTAL_CANCER","MSH3"
"KEGG_COLORECTAL_CANCER","AKT1"
"KEGG_COLORECTAL_CANCER","TGFB3"
"KEGG_COLORECTAL_CANCER","MSH6"
"KEGG_COLORECTAL_CANCER","GSK3B"
"KEGG_COLORECTAL_CANCER","TGFB1"
"KEGG_COLORECTAL_CANCER","PIK3R3"
"KEGG_COLORECTAL_CANCER","TCF7"
"KEGG_COLORECTAL_CANCER","CASP3"
"KEGG_COLORECTAL_CANCER","DCC"
"KEGG_COLORECTAL_CANCER","RHOA"
"KEGG_COLORECTAL_CANCER","BAX"
"KEGG_COLORECTAL_CANCER","RAC2"
"KEGG_COLORECTAL_CANCER","TCF7L2"
"KEGG_COLORECTAL_CANCER","MAPK10"
"KEGG_COLORECTAL_CANCER","RALGDS"
"KEGG_COLORECTAL_CANCER","MYC"
"KEGG_COLORECTAL_CANCER","BRAF"
"KEGG_COLORECTAL_CANCER","TGFBR1"
"KEGG_COLORECTAL_CANCER","TCF7L1"
"KEGG_PROSTATE_CANCER","PIK3CB"
"KEGG_PROSTATE_CANCER","FOXO1"
"KEGG_PROSTATE_CANCER","TP53"
"KEGG_PROSTATE_CANCER","CCND1"
"KEGG_PROSTATE_CANCER","MAP2K2"
"KEGG_PROSTATE_CANCER","KRAS"
"KEGG_PROSTATE_CANCER","AKT3"
"KEGG_PROSTATE_CANCER","PIK3R2"
"KEGG_PROSTATE_CANCER","CDKN1A"
"KEGG_PROSTATE_CANCER","SOS2"
"KEGG_PROSTATE_CANCER","CREB3L2"
"KEGG_PROSTATE_CANCER","CREB3"
"KEGG_PROSTATE_CANCER","IGF1"
"KEGG_PROSTATE_CANCER","PIK3R1"
"KEGG_PROSTATE_CANCER","CREB1"
"KEGG_PROSTATE_CANCER","PDGFA"
"KEGG_PROSTATE_CANCER","RELA"
"KEGG_PROSTATE_CANCER","ERBB2"
"KEGG_PROSTATE_CANCER","MTOR"
"KEGG_PROSTATE_CANCER","CREB3L4"
"KEGG_PROSTATE_CANCER","HSP90B1"
"KEGG_PROSTATE_CANCER","PIK3CD"
"KEGG_PROSTATE_CANCER","EGF"
"KEGG_PROSTATE_CANCER","PIK3CA"
"KEGG_PROSTATE_CANCER","MAPK1"
"KEGG_PROSTATE_CANCER","ARAF"
"KEGG_PROSTATE_CANCER","PTEN"
"KEGG_PROSTATE_CANCER","CREB3L3"
"KEGG_PROSTATE_CANCER","AR"
"KEGG_PROSTATE_CANCER","BCL2"
"KEGG_PROSTATE_CANCER","NFKB1"
"KEGG_PROSTATE_CANCER","KLK3"
"KEGG_PROSTATE_CANCER","CTNNB1"
"KEGG_PROSTATE_CANCER","E2F2"
"KEGG_PROSTATE_CANCER","MAPK3"
"KEGG_PROSTATE_CANCER","RAF1"
"KEGG_PROSTATE_CANCER","MAP2K1"
"KEGG_PROSTATE_CANCER","BAD"
"KEGG_PROSTATE_CANCER","CDK2"
"KEGG_PROSTATE_CANCER","INSRR"
"KEGG_PROSTATE_CANCER","GRB2"
"KEGG_PROSTATE_CANCER","TGFA"
"KEGG_PROSTATE_CANCER","IKBKG"
"KEGG_PROSTATE_CANCER","FGFR1"
"KEGG_PROSTATE_CANCER","HRAS"
"KEGG_PROSTATE_CANCER","CASP9"
"KEGG_PROSTATE_CANCER","LEF1"
"KEGG_PROSTATE_CANCER","CCNE1"
"KEGG_PROSTATE_CANCER","PIK3R5"
"KEGG_PROSTATE_CANCER","NRAS"
"KEGG_PROSTATE_CANCER","IGF1R"
"KEGG_PROSTATE_CANCER","HSP90AB1"
"KEGG_PROSTATE_CANCER","EP300"
"KEGG_PROSTATE_CANCER","CHUK"
"KEGG_PROSTATE_CANCER","PDPK1"
"KEGG_PROSTATE_CANCER","MDM2"
"KEGG_PROSTATE_CANCER","PIK3CG"
"KEGG_PROSTATE_CANCER","HSP90AA1"
"KEGG_PROSTATE_CANCER","CREBBP"
"KEGG_PROSTATE_CANCER","AKT2"
"KEGG_PROSTATE_CANCER","CREB3L1"
"KEGG_PROSTATE_CANCER","GSTP1"
"KEGG_PROSTATE_CANCER","PDGFRB"
"KEGG_PROSTATE_CANCER","SOS1"
"KEGG_PROSTATE_CANCER","PDGFRA"
"KEGG_PROSTATE_CANCER","IKBKB"
"KEGG_PROSTATE_CANCER","AKT1"
"KEGG_PROSTATE_CANCER","RB1"
"KEGG_PROSTATE_CANCER","INS"
"KEGG_PROSTATE_CANCER","SRD5A2"
"KEGG_PROSTATE_CANCER","NKX3-1"
"KEGG_PROSTATE_CANCER","PDGFD"
"KEGG_PROSTATE_CANCER","FGFR2"
"KEGG_PROSTATE_CANCER","E2F3"
"KEGG_PROSTATE_CANCER","PDGFB"
"KEGG_PROSTATE_CANCER","GSK3B"
"KEGG_PROSTATE_CANCER","PIK3R3"
"KEGG_PROSTATE_CANCER","TCF7"
"KEGG_PROSTATE_CANCER","CREB5"
"KEGG_PROSTATE_CANCER","NFKBIA"
"KEGG_PROSTATE_CANCER","CDKN1B"
"KEGG_PROSTATE_CANCER","PDGFC"
"KEGG_PROSTATE_CANCER","TCF7L2"
"KEGG_PROSTATE_CANCER","CCNE2"
"KEGG_PROSTATE_CANCER","ATF4"
"KEGG_PROSTATE_CANCER","E2F1"
"KEGG_PROSTATE_CANCER","BRAF"
"KEGG_PROSTATE_CANCER","EGFR"
"KEGG_PROSTATE_CANCER","TCF7L1"
"KEGG_PATHWAYS_IN_CANCER","MAPK8"
"KEGG_PATHWAYS_IN_CANCER","PPARD"
"KEGG_PATHWAYS_IN_CANCER","CTNNA2"
"KEGG_PATHWAYS_IN_CANCER","ARNT2"
"KEGG_PATHWAYS_IN_CANCER","PLD1"
"KEGG_PATHWAYS_IN_CANCER","PIK3CB"
"KEGG_PATHWAYS_IN_CANCER","RAC1"
"KEGG_PATHWAYS_IN_CANCER","BIRC2"
"KEGG_PATHWAYS_IN_CANCER","SMAD3"
"KEGG_PATHWAYS_IN_CANCER","COL4A6"
"KEGG_PATHWAYS_IN_CANCER","NFKB2"
"KEGG_PATHWAYS_IN_CANCER","STAT5B"
"KEGG_PATHWAYS_IN_CANCER","RARA"
"KEGG_PATHWAYS_IN_CANCER","CCNA1"
"KEGG_PATHWAYS_IN_CANCER","STAT5A"
"KEGG_PATHWAYS_IN_CANCER","BIRC5"
"KEGG_PATHWAYS_IN_CANCER","WNT3"
"KEGG_PATHWAYS_IN_CANCER","MMP1"
"KEGG_PATHWAYS_IN_CANCER","FOXO1"
"KEGG_PATHWAYS_IN_CANCER","LAMB3"
"KEGG_PATHWAYS_IN_CANCER","PML"
"KEGG_PATHWAYS_IN_CANCER","GLI2"
"KEGG_PATHWAYS_IN_CANCER","BIRC3"
"KEGG_PATHWAYS_IN_CANCER","WNT7B"
"KEGG_PATHWAYS_IN_CANCER","FGF12"
"KEGG_PATHWAYS_IN_CANCER","RXRG"
"KEGG_PATHWAYS_IN_CANCER","RAD51"
"KEGG_PATHWAYS_IN_CANCER","STAT3"
"KEGG_PATHWAYS_IN_CANCER","TP53"
"KEGG_PATHWAYS_IN_CANCER","CYCS"
"KEGG_PATHWAYS_IN_CANCER","MECOM"
"KEGG_PATHWAYS_IN_CANCER","CCND1"
"KEGG_PATHWAYS_IN_CANCER","MAP2K2"
"KEGG_PATHWAYS_IN_CANCER","RALB"
"KEGG_PATHWAYS_IN_CANCER","KRAS"
"KEGG_PATHWAYS_IN_CANCER","FGF10"
"KEGG_PATHWAYS_IN_CANCER","FLT3LG"
"KEGG_PATHWAYS_IN_CANCER","FZD3"
"KEGG_PATHWAYS_IN_CANCER","ABL1"
"KEGG_PATHWAYS_IN_CANCER","PPARG"
"KEGG_PATHWAYS_IN_CANCER","RUNX1"
"KEGG_PATHWAYS_IN_CANCER","RALBP1"
"KEGG_PATHWAYS_IN_CANCER","DVL1"
"KEGG_PATHWAYS_IN_CANCER","KIT"
"KEGG_PATHWAYS_IN_CANCER","AKT3"
"KEGG_PATHWAYS_IN_CANCER","PIK3R2"
"KEGG_PATHWAYS_IN_CANCER","APC2"
"KEGG_PATHWAYS_IN_CANCER","JUP"
"KEGG_PATHWAYS_IN_CANCER","RXRB"
"KEGG_PATHWAYS_IN_CANCER","BMP2"
"KEGG_PATHWAYS_IN_CANCER","MAPK9"
"KEGG_PATHWAYS_IN_CANCER","SKP2"
"KEGG_PATHWAYS_IN_CANCER","CDKN1A"
"KEGG_PATHWAYS_IN_CANCER","CTNNA3"
"KEGG_PATHWAYS_IN_CANCER","SOS2"
"KEGG_PATHWAYS_IN_CANCER","SMAD4"
"KEGG_PATHWAYS_IN_CANCER","FZD6"
"KEGG_PATHWAYS_IN_CANCER","SMAD2"
"KEGG_PATHWAYS_IN_CANCER","RET"
"KEGG_PATHWAYS_IN_CANCER","IGF1"
"KEGG_PATHWAYS_IN_CANCER","PIK3R1"
"KEGG_PATHWAYS_IN_CANCER","PDGFA"
"KEGG_PATHWAYS_IN_CANCER","RELA"
"KEGG_PATHWAYS_IN_CANCER","CSF3R"
"KEGG_PATHWAYS_IN_CANCER","ERBB2"
"KEGG_PATHWAYS_IN_CANCER","IL8"
"KEGG_PATHWAYS_IN_CANCER","MTOR"
"KEGG_PATHWAYS_IN_CANCER","JUN"
"KEGG_PATHWAYS_IN_CANCER","TPR"
"KEGG_PATHWAYS_IN_CANCER","HSP90B1"
"KEGG_PATHWAYS_IN_CANCER","FGF13"
"KEGG_PATHWAYS_IN_CANCER","PIAS3"
"KEGG_PATHWAYS_IN_CANCER","RASSF5"
"KEGG_PATHWAYS_IN_CANCER","PIK3CD"
"KEGG_PATHWAYS_IN_CANCER","FGF11"
"KEGG_PATHWAYS_IN_CANCER","CEBPA"
"KEGG_PATHWAYS_IN_CANCER","PIAS1"
"KEGG_PATHWAYS_IN_CANCER","EGF"
"KEGG_PATHWAYS_IN_CANCER","PIK3CA"
"KEGG_PATHWAYS_IN_CANCER","WNT5A"
"KEGG_PATHWAYS_IN_CANCER","SMO"
"KEGG_PATHWAYS_IN_CANCER","FAS"
"KEGG_PATHWAYS_IN_CANCER","FGF1"
"KEGG_PATHWAYS_IN_CANCER","FGF9"
"KEGG_PATHWAYS_IN_CANCER","KITLG"
"KEGG_PATHWAYS_IN_CANCER","PRKCG"
"KEGG_PATHWAYS_IN_CANCER","FZD5"
"KEGG_PATHWAYS_IN_CANCER","CRKL"
"KEGG_PATHWAYS_IN_CANCER","COL4A4"
"KEGG_PATHWAYS_IN_CANCER","MAPK1"
"KEGG_PATHWAYS_IN_CANCER","ITGA3"
"KEGG_PATHWAYS_IN_CANCER","CTBP1"
"KEGG_PATHWAYS_IN_CANCER","LOC652346"
"KEGG_PATHWAYS_IN_CANCER","TRAF5"
"KEGG_PATHWAYS_IN_CANCER","WNT9A"
"KEGG_PATHWAYS_IN_CANCER","CDH1"
"KEGG_PATHWAYS_IN_CANCER","TRAF3"
"KEGG_PATHWAYS_IN_CANCER","TFG"
"KEGG_PATHWAYS_IN_CANCER","CBLB"
"KEGG_PATHWAYS_IN_CANCER","STK36"
"KEGG_PATHWAYS_IN_CANCER","ARAF"
"KEGG_PATHWAYS_IN_CANCER","FGF4"
"KEGG_PATHWAYS_IN_CANCER","CSF2RA"
"KEGG_PATHWAYS_IN_CANCER","PTGS2"
"KEGG_PATHWAYS_IN_CANCER","PTEN"
"KEGG_PATHWAYS_IN_CANCER","FZD8"
"KEGG_PATHWAYS_IN_CANCER","AR"
"KEGG_PATHWAYS_IN_CANCER","MSH2"
"KEGG_PATHWAYS_IN_CANCER","LAMB1"
"KEGG_PATHWAYS_IN_CANCER","TRAF6"
"KEGG_PATHWAYS_IN_CANCER","BCL2"
"KEGG_PATHWAYS_IN_CANCER","NFKB1"
"KEGG_PATHWAYS_IN_CANCER","STAT1"
"KEGG_PATHWAYS_IN_CANCER","TRAF4"
"KEGG_PATHWAYS_IN_CANCER","VHL"
"KEGG_PATHWAYS_IN_CANCER","SPI1"
"KEGG_PATHWAYS_IN_CANCER","KLK3"
"KEGG_PATHWAYS_IN_CANCER","CBL"
"KEGG_PATHWAYS_IN_CANCER","CTNNB1"
"KEGG_PATHWAYS_IN_CANCER","DVL2"
"KEGG_PATHWAYS_IN_CANCER","WNT3A"
"KEGG_PATHWAYS_IN_CANCER","LAMB4"
"KEGG_PATHWAYS_IN_CANCER","WNT5B"
"KEGG_PATHWAYS_IN_CANCER","FGF7"
"KEGG_PATHWAYS_IN_CANCER","APC"
"KEGG_PATHWAYS_IN_CANCER","E2F2"
"KEGG_PATHWAYS_IN_CANCER","RALA"
"KEGG_PATHWAYS_IN_CANCER","WNT11"
"KEGG_PATHWAYS_IN_CANCER","ITGA6"
"KEGG_PATHWAYS_IN_CANCER","FIGF"
"KEGG_PATHWAYS_IN_CANCER","MAPK3"
"KEGG_PATHWAYS_IN_CANCER","BRCA2"
"KEGG_PATHWAYS_IN_CANCER","PAX8"
"KEGG_PATHWAYS_IN_CANCER","SHH"
"KEGG_PATHWAYS_IN_CANCER","ITGA2B"
"KEGG_PATHWAYS_IN_CANCER","WNT16"
"KEGG_PATHWAYS_IN_CANCER","CTBP2"
"KEGG_PATHWAYS_IN_CANCER","RAF1"
"KEGG_PATHWAYS_IN_CANCER","WNT7A"
"KEGG_PATHWAYS_IN_CANCER","MLH1"
"KEGG_PATHWAYS_IN_CANCER","MAP2K1"
"KEGG_PATHWAYS_IN_CANCER","FOS"
"KEGG_PATHWAYS_IN_CANCER","FGF2"
"KEGG_PATHWAYS_IN_CANCER","WNT9B"
"KEGG_PATHWAYS_IN_CANCER","BAD"
"KEGG_PATHWAYS_IN_CANCER","CDK2"
"KEGG_PATHWAYS_IN_CANCER","LOC652799"
"KEGG_PATHWAYS_IN_CANCER","CTNNA1"
"KEGG_PATHWAYS_IN_CANCER","GRB2"
"KEGG_PATHWAYS_IN_CANCER","LAMB2"
"KEGG_PATHWAYS_IN_CANCER","DAPK1"
"KEGG_PATHWAYS_IN_CANCER","PTCH1"
"KEGG_PATHWAYS_IN_CANCER","PLCG1"
"KEGG_PATHWAYS_IN_CANCER","TGFA"
"KEGG_PATHWAYS_IN_CANCER","BCL2L1"
"KEGG_PATHWAYS_IN_CANCER","GLI3"
"KEGG_PATHWAYS_IN_CANCER","IKBKG"
"KEGG_PATHWAYS_IN_CANCER","FGFR1"
"KEGG_PATHWAYS_IN_CANCER","PRKCB"
"KEGG_PATHWAYS_IN_CANCER","WNT8B"
"KEGG_PATHWAYS_IN_CANCER","FGF22"
"KEGG_PATHWAYS_IN_CANCER","HRAS"
"KEGG_PATHWAYS_IN_CANCER","CASP9"
"KEGG_PATHWAYS_IN_CANCER","PTK2"
"KEGG_PATHWAYS_IN_CANCER","LEF1"
"KEGG_PATHWAYS_IN_CANCER","MITF"
"KEGG_PATHWAYS_IN_CANCER","BID"
"KEGG_PATHWAYS_IN_CANCER","CCNE1"
"KEGG_PATHWAYS_IN_CANCER","PIK3R5"
"KEGG_PATHWAYS_IN_CANCER","FADD"
"KEGG_PATHWAYS_IN_CANCER","SUFU"
"KEGG_PATHWAYS_IN_CANCER","FASLG"
"KEGG_PATHWAYS_IN_CANCER","FGF20"
"KEGG_PATHWAYS_IN_CANCER","CKS1B"
"KEGG_PATHWAYS_IN_CANCER","LAMA2"
"KEGG_PATHWAYS_IN_CANCER","PGF"
"KEGG_PATHWAYS_IN_CANCER","PLCG2"
"KEGG_PATHWAYS_IN_CANCER","RUNX1T1"
"KEGG_PATHWAYS_IN_CANCER","NRAS"
"KEGG_PATHWAYS_IN_CANCER","PTCH2"
"KEGG_PATHWAYS_IN_CANCER","ZBTB16"
"KEGG_PATHWAYS_IN_CANCER","AXIN1"
"KEGG_PATHWAYS_IN_CANCER","CSF1R"
"KEGG_PATHWAYS_IN_CANCER","MMP9"
"KEGG_PATHWAYS_IN_CANCER","CDC42"
"KEGG_PATHWAYS_IN_CANCER","IGF1R"
"KEGG_PATHWAYS_IN_CANCER","XIAP"
"KEGG_PATHWAYS_IN_CANCER","NCOA4"
"KEGG_PATHWAYS_IN_CANCER","HGF"
"KEGG_PATHWAYS_IN_CANCER","STK4"
"KEGG_PATHWAYS_IN_CANCER","WNT2B"
"KEGG_PATHWAYS_IN_CANCER","WNT2"
"KEGG_PATHWAYS_IN_CANCER","FZD10"
"KEGG_PATHWAYS_IN_CANCER","LAMA5"
"KEGG_PATHWAYS_IN_CANCER","CDK4"
"KEGG_PATHWAYS_IN_CANCER","TRAF1"
"KEGG_PATHWAYS_IN_CANCER","HSP90AB1"
"KEGG_PATHWAYS_IN_CANCER","FZD7"
"KEGG_PATHWAYS_IN_CANCER","LAMA3"
"KEGG_PATHWAYS_IN_CANCER","APPL1"
"KEGG_PATHWAYS_IN_CANCER","NOS2"
"KEGG_PATHWAYS_IN_CANCER","EP300"
"KEGG_PATHWAYS_IN_CANCER","CHUK"
"KEGG_PATHWAYS_IN_CANCER","DAPK2"
"KEGG_PATHWAYS_IN_CANCER","GLI1"
"KEGG_PATHWAYS_IN_CANCER","RAC3"
"KEGG_PATHWAYS_IN_CANCER","HDAC1"
"KEGG_PATHWAYS_IN_CANCER","HIF1A"
"KEGG_PATHWAYS_IN_CANCER","AXIN2"
"KEGG_PATHWAYS_IN_CANCER","MDM2"
"KEGG_PATHWAYS_IN_CANCER","FGF23"
"KEGG_PATHWAYS_IN_CANCER","LAMA1"
"KEGG_PATHWAYS_IN_CANCER","PIK3CG"
"KEGG_PATHWAYS_IN_CANCER","RASSF1"
"KEGG_PATHWAYS_IN_CANCER","WNT6"
"KEGG_PATHWAYS_IN_CANCER","LAMA4"
"KEGG_PATHWAYS_IN_CANCER","JAK1"
"KEGG_PATHWAYS_IN_CANCER","ARNT"
"KEGG_PATHWAYS_IN_CANCER","HDAC2"
"KEGG_PATHWAYS_IN_CANCER","FLT3"
"KEGG_PATHWAYS_IN_CANCER","PRKCA"
"KEGG_PATHWAYS_IN_CANCER","HSP90AA1"
"KEGG_PATHWAYS_IN_CANCER","FZD2"
"KEGG_PATHWAYS_IN_CANCER","CREBBP"
"KEGG_PATHWAYS_IN_CANCER","TGFBR2"
"KEGG_PATHWAYS_IN_CANCER","LOC652671"
"KEGG_PATHWAYS_IN_CANCER","AKT2"
"KEGG_PATHWAYS_IN_CANCER","ITGA2"
"KEGG_PATHWAYS_IN_CANCER","GSTP1"
"KEGG_PATHWAYS_IN_CANCER","RXRA"
"KEGG_PATHWAYS_IN_CANCER","MAX"
"KEGG_PATHWAYS_IN_CANCER","MET"
"KEGG_PATHWAYS_IN_CANCER","ITGAV"
"KEGG_PATHWAYS_IN_CANCER","PDGFRB"
"KEGG_PATHWAYS_IN_CANCER","SOS1"
"KEGG_PATHWAYS_IN_CANCER","PDGFRA"
"KEGG_PATHWAYS_IN_CANCER","TRAF2"
"KEGG_PATHWAYS_IN_CANCER","CBLC"
"KEGG_PATHWAYS_IN_CANCER","ITGB1"
"KEGG_PATHWAYS_IN_CANCER","SLC2A1"
"KEGG_PATHWAYS_IN_CANCER","TPM3"
"KEGG_PATHWAYS_IN_CANCER","IKBKB"
"KEGG_PATHWAYS_IN_CANCER","TGFB2"
"KEGG_PATHWAYS_IN_CANCER","FZD9"
"KEGG_PATHWAYS_IN_CANCER","EGLN3"
"KEGG_PATHWAYS_IN_CANCER","FGF16"
"KEGG_PATHWAYS_IN_CANCER","FGF5"
"KEGG_PATHWAYS_IN_CANCER","CCDC6"
"KEGG_PATHWAYS_IN_CANCER","FZD1"
"KEGG_PATHWAYS_IN_CANCER","EGLN1"
"KEGG_PATHWAYS_IN_CANCER","LAMC1"
"KEGG_PATHWAYS_IN_CANCER","MSH3"
"KEGG_PATHWAYS_IN_CANCER","AKT1"
"KEGG_PATHWAYS_IN_CANCER","TCEB1"
"KEGG_PATHWAYS_IN_CANCER","VEGFC"
"KEGG_PATHWAYS_IN_CANCER","RB1"
"KEGG_PATHWAYS_IN_CANCER","WNT10B"
"KEGG_PATHWAYS_IN_CANCER","FGF14"
"KEGG_PATHWAYS_IN_CANCER","HHIP"
"KEGG_PATHWAYS_IN_CANCER","FGF19"
"KEGG_PATHWAYS_IN_CANCER","PIAS4"
"KEGG_PATHWAYS_IN_CANCER","RARB"
"KEGG_PATHWAYS_IN_CANCER","PIAS2"
"KEGG_PATHWAYS_IN_CANCER","NKX3-1"
"KEGG_PATHWAYS_IN_CANCER","CDKN2A"
"KEGG_PATHWAYS_IN_CANCER","BCR"
"KEGG_PATHWAYS_IN_CANCER","DVL3"
"KEGG_PATHWAYS_IN_CANCER","TGFB3"
"KEGG_PATHWAYS_IN_CANCER","FGF17"
"KEGG_PATHWAYS_IN_CANCER","FGF8"
"KEGG_PATHWAYS_IN_CANCER","FGFR2"
"KEGG_PATHWAYS_IN_CANCER","FZD4"
"KEGG_PATHWAYS_IN_CANCER","E2F3"
"KEGG_PATHWAYS_IN_CANCER","BMP4"
"KEGG_PATHWAYS_IN_CANCER","PDGFB"
"KEGG_PATHWAYS_IN_CANCER","MSH6"
"KEGG_PATHWAYS_IN_CANCER","EPAS1"
"KEGG_PATHWAYS_IN_CANCER","GSK3B"
"KEGG_PATHWAYS_IN_CANCER","TGFB1"
"KEGG_PATHWAYS_IN_CANCER","PIK3R3"
"KEGG_PATHWAYS_IN_CANCER","ETS1"
"KEGG_PATHWAYS_IN_CANCER","NTRK1"
"KEGG_PATHWAYS_IN_CANCER","WNT10A"
"KEGG_PATHWAYS_IN_CANCER","IL6"
"KEGG_PATHWAYS_IN_CANCER","TCF7"
"KEGG_PATHWAYS_IN_CANCER","CASP3"
"KEGG_PATHWAYS_IN_CANCER","COL4A2"
"KEGG_PATHWAYS_IN_CANCER","COL4A1"
"KEGG_PATHWAYS_IN_CANCER","WNT8A"
"KEGG_PATHWAYS_IN_CANCER","FH"
"KEGG_PATHWAYS_IN_CANCER","FGF3"
"KEGG_PATHWAYS_IN_CANCER","VEGFA"
"KEGG_PATHWAYS_IN_CANCER","DCC"
"KEGG_PATHWAYS_IN_CANCER","NFKBIA"
"KEGG_PATHWAYS_IN_CANCER","RHOA"
"KEGG_PATHWAYS_IN_CANCER","RBX1"
"KEGG_PATHWAYS_IN_CANCER","CDKN1B"
"KEGG_PATHWAYS_IN_CANCER","BAX"
"KEGG_PATHWAYS_IN_CANCER","TCEB2"
"KEGG_PATHWAYS_IN_CANCER","WNT1"
"KEGG_PATHWAYS_IN_CANCER","RAC2"
"KEGG_PATHWAYS_IN_CANCER","TCF7L2"
"KEGG_PATHWAYS_IN_CANCER","MAPK10"
"KEGG_PATHWAYS_IN_CANCER","EGLN2"
"KEGG_PATHWAYS_IN_CANCER","LAMC2"
"KEGG_PATHWAYS_IN_CANCER","RALGDS"
"KEGG_PATHWAYS_IN_CANCER","CCNE2"
"KEGG_PATHWAYS_IN_CANCER","CRK"
"KEGG_PATHWAYS_IN_CANCER","MYC"
"KEGG_PATHWAYS_IN_CANCER","FGF6"
"KEGG_PATHWAYS_IN_CANCER","VEGFB"
"KEGG_PATHWAYS_IN_CANCER","FGF21"
"KEGG_PATHWAYS_IN_CANCER","E2F1"
"KEGG_PATHWAYS_IN_CANCER","CASP8"
"KEGG_PATHWAYS_IN_CANCER","BRAF"
"KEGG_PATHWAYS_IN_CANCER","MMP2"
"KEGG_PATHWAYS_IN_CANCER","CDK6"
"KEGG_PATHWAYS_IN_CANCER","DAPK3"
"KEGG_PATHWAYS_IN_CANCER","CDKN2B"
"KEGG_PATHWAYS_IN_CANCER","EGFR"
"KEGG_PATHWAYS_IN_CANCER","CUL2"
"KEGG_PATHWAYS_IN_CANCER","FGFR3"
"KEGG_PATHWAYS_IN_CANCER","TGFBR1"
"KEGG_PATHWAYS_IN_CANCER","WNT4"
"KEGG_PATHWAYS_IN_CANCER","FGF18"
"KEGG_PATHWAYS_IN_CANCER","TCF7L1"
"KEGG_PATHWAYS_IN_CANCER","FN1"
"KEGG_PATHWAYS_IN_CANCER","LAMC3"
